Symbol,Date,Close
AMZN,5/11/2018,1602.91
AMZN,5/14/2018,1601.54
AMZN,5/15/2018,1576.12
AMZN,5/16/2018,1587.28
AMZN,5/17/2018,1581.76
AMZN,5/18/2018,1574.37
AMZN,5/21/2018,1585.46
AMZN,5/22/2018,1581.4
AMZN,5/23/2018,1601.86
AMZN,5/24/2018,1603.07
AMZN,5/25/2018,1610.15
AMZN,5/29/2018,1612.87
AMZN,5/30/2018,1624.89
AMZN,5/31/2018,1629.62
AMZN,6/1/2018,1641.54
AMZN,6/4/2018,1665.27
AMZN,6/5/2018,1696.35
AMZN,6/6/2018,1695.75
AMZN,6/7/2018,1689.3
AMZN,6/8/2018,1683.99
AMZN,6/11/2018,1689.12
AMZN,6/12/2018,1698.75
AMZN,6/13/2018,1704.86
AMZN,6/14/2018,1723.86
AMZN,6/15/2018,1715.97
AMZN,6/18/2018,1723.79
AMZN,6/19/2018,1734.78
AMZN,6/20/2018,1750.08
AMZN,6/21/2018,1730.22
AMZN,6/22/2018,1715.67
AMZN,6/25/2018,1663.15
AMZN,6/26/2018,1691.09
AMZN,6/27/2018,1660.51
AMZN,6/28/2018,1701.45
AMZN,6/29/2018,1699.8
AMZN,7/2/2018,1713.78
AMZN,7/3/2018,1693.96
AMZN,7/5/2018,1699.73
AMZN,7/6/2018,1710.63
AMZN,7/9/2018,1739.02
AMZN,7/10/2018,1743.07
AMZN,7/11/2018,1755
AMZN,7/12/2018,1796.62
AMZN,7/13/2018,1813.03
AMZN,7/16/2018,1822.49
AMZN,7/17/2018,1843.93
AMZN,7/18/2018,1842.92
AMZN,7/19/2018,1812.97
AMZN,7/20/2018,1813.7
AMZN,7/23/2018,1802
AMZN,7/24/2018,1829.24
AMZN,7/25/2018,1863.61
AMZN,7/26/2018,1808
AMZN,7/27/2018,1817.27
AMZN,7/30/2018,1779.22
AMZN,7/31/2018,1777.44
AMZN,8/1/2018,1797.17
AMZN,8/2/2018,1834.33
AMZN,8/3/2018,1823.29
AMZN,8/6/2018,1847.75
AMZN,8/7/2018,1862.48
AMZN,8/8/2018,1886.52
AMZN,8/9/2018,1898.52
AMZN,8/10/2018,1886.3
AMZN,8/13/2018,1896.2
AMZN,8/14/2018,1919.65
AMZN,8/15/2018,1882.62
AMZN,8/16/2018,1886.52
AMZN,8/17/2018,1882.22
AMZN,8/20/2018,1876.71
AMZN,8/21/2018,1883.42
AMZN,8/22/2018,1904.9
AMZN,8/23/2018,1902.9
AMZN,8/24/2018,1905.39
AMZN,8/27/2018,1927.68
AMZN,8/28/2018,1932.82
AMZN,8/29/2018,1998.1
AMZN,8/30/2018,2002.38
AMZN,8/31/2018,2012.71
AMZN,9/4/2018,2039.51
AMZN,9/5/2018,1994.82
AMZN,9/6/2018,1958.31
AMZN,9/7/2018,1952.07
AMZN,9/10/2018,1939.01
AMZN,9/11/2018,1987.15
AMZN,9/12/2018,1990
AMZN,9/13/2018,1989.87
AMZN,9/14/2018,1970.19
AMZN,9/17/2018,1908.03
AMZN,9/18/2018,1941.05
AMZN,9/19/2018,1926.42
AMZN,9/20/2018,1944.3
AMZN,9/21/2018,1915.01
AMZN,9/24/2018,1934.36
AMZN,9/25/2018,1974.55
AMZN,9/26/2018,1974.85
AMZN,9/27/2018,2012.98
AMZN,9/28/2018,2003
AMZN,10/1/2018,2004.36
AMZN,10/2/2018,1971.31
AMZN,10/3/2018,1952.76
AMZN,10/4/2018,1909.42
AMZN,10/5/2018,1889.65
AMZN,10/8/2018,1864.42
AMZN,10/9/2018,1870.32
AMZN,10/10/2018,1755.25
