Symbol,Date,Close
TTD,9/6/2018,139.25
TTD,9/7/2018,141.97
TTD,9/10/2018,142.44
TTD,9/11/2018,147.72
TTD,9/12/2018,145.84
TTD,9/13/2018,145.62
TTD,9/14/2018,146.09
TTD,9/17/2018,142.65
TTD,9/18/2018,144.73
TTD,9/19/2018,144.85
TTD,9/20/2018,143.23
TTD,9/21/2018,141.86
TTD,9/24/2018,139.34
TTD,9/25/2018,154.68
TTD,9/26/2018,155.75
TTD,9/27/2018,154.92
TTD,9/28/2018,150.91
TTD,10/1/2018,143.52
TTD,10/2/2018,133.37
TTD,10/3/2018,138.85
TTD,10/4/2018,136.23
TTD,10/5/2018,133.4
TTD,10/8/2018,131.9
TTD,10/9/2018,128.92
TTD,10/10/2018,118.65
TTD,10/11/2018,117.73
TTD,10/12/2018,123.06
TTD,10/15/2018,123.87
TTD,10/16/2018,129.89
TTD,10/17/2018,128.28
TTD,10/18/2018,124.72
TTD,10/19/2018,121.3
TTD,10/22/2018,124.4
TTD,10/23/2018,122.75
TTD,10/24/2018,113.8
TTD,10/25/2018,116.24
TTD,10/26/2018,110.31
TTD,10/29/2018,109.12
TTD,10/30/2018,115.28
TTD,10/31/2018,123.55
TTD,11/1/2018,126.6
TTD,11/2/2018,127.95
TTD,11/5/2018,123
TTD,11/6/2018,122.11
TTD,11/7/2018,131.88
TTD,11/8/2018,122.2
TTD,11/9/2018,122.57
TTD,11/12/2018,110.93
TTD,11/13/2018,112.06
TTD,11/14/2018,116.51
TTD,11/15/2018,123.34
TTD,11/16/2018,125.23
TTD,11/19/2018,113.73
TTD,11/20/2018,113.27
TTD,11/21/2018,118.53
TTD,11/23/2018,119.35
TTD,11/26/2018,129.4
TTD,11/27/2018,129.43
TTD,11/28/2018,135.66
TTD,11/29/2018,140.81
TTD,11/30/2018,142.45
TTD,12/3/2018,148.61
TTD,12/4/2018,140.11
TTD,12/6/2018,141.87
TTD,12/7/2018,133.57
TTD,12/10/2018,134.75
TTD,12/11/2018,137.81
TTD,12/12/2018,143.4
TTD,12/13/2018,139
TTD,12/14/2018,136.53
TTD,12/17/2018,124.48
TTD,12/18/2018,123.82
TTD,12/19/2018,121.55
TTD,12/20/2018,117.09
TTD,12/21/2018,106.55
TTD,12/24/2018,104.39
TTD,12/26/2018,110.81
TTD,12/27/2018,113.96
TTD,12/28/2018,114.45
TTD,12/31/2018,116.06
TTD,1/2/2019,116.16
TTD,1/3/2019,109.56
TTD,1/4/2019,117.92
TTD,1/7/2019,124.57
TTD,1/8/2019,128.05
TTD,1/9/2019,128.8
TTD,1/10/2019,129.67
TTD,1/11/2019,127.3
TTD,1/14/2019,128.49
TTD,1/15/2019,130.41
TTD,1/16/2019,130.51
TTD,1/17/2019,133.18
TTD,1/18/2019,138.99
TTD,1/22/2019,134.02
TTD,1/23/2019,133.84
TTD,1/24/2019,135.04
TTD,1/25/2019,137.78
TTD,1/28/2019,135.69
TTD,1/29/2019,134.56
TTD,1/30/2019,140.05
TTD,1/31/2019,142.68
TTD,2/1/2019,145.26
TTD,2/4/2019,151.67
TTD,2/5/2019,155.16
TTD,2/6/2019,147.5
TTD,2/7/2019,142.04
TTD,2/8/2019,146.18
TTD,2/11/2019,148.9
TTD,2/12/2019,152.98
TTD,2/13/2019,151.34
TTD,2/14/2019,153.43
TTD,2/15/2019,158.12
TTD,2/19/2019,161.7
TTD,2/20/2019,150.09
TTD,2/21/2019,150.49
TTD,2/22/2019,197.73
TTD,2/25/2019,197.62
TTD,2/26/2019,195.5
TTD,2/27/2019,195
TTD,2/28/2019,197.54
TTD,3/1/2019,195.12
TTD,3/4/2019,189.38
TTD,3/5/2019,191.23
TTD,3/6/2019,186.35
TTD,3/7/2019,188.8
TTD,3/8/2019,194.35
TTD,3/11/2019,204.38
TTD,3/12/2019,207.8
TTD,3/13/2019,205.19
TTD,3/14/2019,208.23
TTD,3/15/2019,207
TTD,3/18/2019,203.75
TTD,3/19/2019,205.67
TTD,3/20/2019,205.96
TTD,3/21/2019,213.57
TTD,3/22/2019,202.91
TTD,3/25/2019,197.04
TTD,3/26/2019,186.94
TTD,3/27/2019,180.38
TTD,3/28/2019,186.51
TTD,3/29/2019,197.95
TTD,4/1/2019,206.13
TTD,4/2/2019,206.84
TTD,4/3/2019,207.21
TTD,4/4/2019,198
TTD,4/5/2019,196.52
TTD,4/8/2019,197.5
TTD,4/9/2019,194.82
TTD,4/10/2019,199.88
TTD,4/11/2019,200.36
TTD,4/12/2019,200.5
TTD,4/15/2019,202.16
TTD,4/16/2019,203.26
TTD,4/17/2019,198.79
TTD,4/18/2019,198.74
TTD,4/22/2019,211.03
TTD,4/23/2019,210.73
TTD,4/24/2019,207.79
TTD,4/25/2019,214.75
TTD,4/26/2019,215.24
TTD,4/29/2019,225.89
TTD,4/30/2019,221.48
TTD,5/1/2019,221.22
TTD,5/2/2019,225.16
TTD,5/3/2019,231.96
TTD,5/6/2019,225.59
TTD,5/7/2019,217.65
TTD,5/8/2019,222.11
